INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT	STRING	INT
21319	21319	?????	#c54FF00??????????#r#cFFFFFF????116?#r????#r?????116?#r???????? ????????????????#c54FF00{A:1290 B:35}#cFFFFFF????3????????????20?????20?????????????6???????????????#c54FF00{A:516 B:12}#cFFFFFF????????3????20????????????????6?????????????3??????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????116?#r????#r?????116?#r???????? ?????????????3????????????20?????20?????????????6???????????????3????20????????????????6?????????????3??????????#r#c5BC257??????	0	116000	-1	-1	????	4	116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	????????????1	-1	????????????1	-1	????????????1	29742	????????????1	-1	????????????2	29745	????????????2	-1	????????????2	29745	????????????2	-1	????????????3	-1	????????????3	-1	????????????3	-1	????????????3	-1
21320	21320	?????	#c54FF00??????????#r#cFFFFFF????150?#r????#r?????114?#r???????? ????????????????#c54FF00{A:1668 B:35}#cFFFFFF????3????????????20?????20?????????????6???????????????#c54FF00{A:667 B:12}#cFFFFFF????????4????20????????????????6?????????????4??????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????150?#r????#r?????114?#r???????? ?????????????3????????????20?????20?????????????6???????????????4????20????????????????6?????????????4??????????#r#c5BC257??????	0	114000	-1	-1	????	4	150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	????????????1	-1	????????????1	-1	????????????1	29742	????????????1	-1	????????????2	29745	????????????2	-1	????????????2	29745	????????????2	-1	????????????3	-1	????????????3	-1	????????????3	-1	????????????3	-1
21321	21321	?????	#c54FF00??????????#r#cFFFFFF????184?#r????#r?????112?#r???????? ????????????????#c54FF00{A:2046 B:35}#cFFFFFF????3????????????20?????20?????????????6???????????????#c54FF00{A:818 B:12}#cFFFFFF????????4????20????????????????6?????????????4??????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????184?#r????#r?????112?#r???????? ?????????????3????????????20?????20?????????????6???????????????4????20????????????????6?????????????4??????????#r#c5BC257??????	0	112000	-1	-1	????	4	184	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	????????????1	-1	????????????1	-1	????????????1	29742	????????????1	-1	????????????2	29745	????????????2	-1	????????????2	29745	????????????2	-1	????????????3	-1	????????????3	-1	????????????3	-1	????????????3	-1
21322	21322	?????	#c54FF00??????????#r#cFFFFFF????218?#r????#r?????110?#r???????? ????????????????#c54FF00{A:2424 B:35}#cFFFFFF????3????????????20?????20?????????????6???????????????#c54FF00{A:969 B:12}#cFFFFFF????????4????20????????????????6?????????????4??????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????218?#r????#r?????110?#r???????? ?????????????3????????????20?????20?????????????6???????????????4????20????????????????6?????????????4??????????#r#c5BC257??????	0	110000	-1	-1	????	4	218	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	????????????1	-1	????????????1	-1	????????????1	29742	????????????1	-1	????????????2	29745	????????????2	-1	????????????2	29745	????????????2	-1	????????????3	-1	????????????3	-1	????????????3	-1	????????????3	-1
21323	21323	?????	#c54FF00??????????#r#cFFFFFF????252?#r????#r?????108?#r???????? ????????????????#c54FF00{A:2802 B:35}#cFFFFFF????3????????????20?????20?????????????6???????????????#c54FF00{A:1120 B:12}#cFFFFFF????????5????20????????????????6?????????????5??????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????252?#r????#r?????108?#r???????? ?????????????3????????????20?????20?????????????6???????????????5????20????????????????6?????????????5??????????#r#c5BC257??????	0	108000	-1	-1	????	4	252	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	????????????1	-1	????????????1	-1	????????????1	29742	????????????1	-1	????????????2	29745	????????????2	-1	????????????2	29745	????????????2	-1	????????????3	-1	????????????3	-1	????????????3	-1	????????????3	-1
21324	21324	?????	#c54FF00??????????#r#cFFFFFF????286?#r????#r?????106?#r???????? ????????????????#c54FF00{A:3180 B:35}#cFFFFFF????3????????????20?????20?????????????6???????????????#c54FF00{A:1272 B:12}#cFFFFFF????????5????20????????????????6?????????????5??????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????286?#r????#r?????106?#r???????? ?????????????3????????????20?????20?????????????6???????????????5????20????????????????6?????????????5??????????#r#c5BC257??????	0	106000	-1	-1	????	4	286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	????????????1	-1	????????????1	-1	????????????1	29742	????????????1	-1	????????????2	29745	????????????2	-1	????????????2	29745	????????????2	-1	????????????3	-1	????????????3	-1	????????????3	-1	????????????3	-1
21325	21325	?????	#c54FF00??????????#r#cFFFFFF????320?#r????#r?????104?#r???????? ????????????????#c54FF00{A:3558 B:35}#cFFFFFF????3????????????20?????20?????????????6???????????????#c54FF00{A:1423 B:12}#cFFFFFF????????5????20????????????????6?????????????5??????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????320?#r????#r?????104?#r???????? ?????????????3????????????20?????20?????????????6???????????????5????20????????????????6?????????????5??????????#r#c5BC257??????	0	104000	-1	-1	????	4	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	????????????1	-1	????????????1	-1	????????????1	29742	????????????1	-1	????????????2	29745	????????????2	-1	????????????2	29745	????????????2	-1	????????????3	-1	????????????3	-1	????????????3	-1	????????????3	-1
21326	21326	?????	#c54FF00??????????#r#cFFFFFF????354?#r????#r?????102?#r???????? ????????????????#c54FF00{A:3936 B:35}#cFFFFFF????3????????????20?????20?????????????6???????????????#c54FF00{A:1574 B:12}#cFFFFFF????????6????20????????????????6?????????????6??????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????354?#r????#r?????102?#r???????? ?????????????3????????????20?????20?????????????6???????????????6????20????????????????6?????????????6??????????#r#c5BC257??????	0	102000	-1	-1	????	4	354	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	????????????1	-1	????????????1	-1	????????????1	29742	????????????1	-1	????????????2	29745	????????????2	-1	????????????2	29745	????????????2	-1	????????????3	-1	????????????3	-1	????????????3	-1	????????????3	-1
21327	21327	?????	#c54FF00??????????#r#cFFFFFF????388?#r????#r?????100?#r???????? ????????????????#c54FF00{A:4314 B:35}#cFFFFFF????3????????????20?????20?????????????6???????????????#c54FF00{A:1725 B:12}#cFFFFFF????????6????20????????????????6?????????????6??????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????388?#r????#r?????100?#r???????? ?????????????3????????????20?????20?????????????6???????????????6????20????????????????6?????????????6??????????#r#c5BC257??????	0	100000	-1	-1	????	4	388	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	????????????1	-1	????????????1	-1	????????????1	29742	????????????1	-1	????????????2	29745	????????????2	-1	????????????2	29745	????????????2	-1	????????????3	-1	????????????3	-1	????????????3	-1	????????????3	-1
21328	21328	?????	#c54FF00??????????#r#cFFFFFF????422?#r????#r?????98?#r???????? ????????????????#c54FF00{A:4692 B:35}#cFFFFFF????3????????????20?????20?????????????6???????????????#c54FF00{A:1876 B:12}#cFFFFFF????????6????20????????????????6?????????????6??????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????422?#r????#r?????98?#r???????? ?????????????3????????????20?????20?????????????6???????????????6????20????????????????6?????????????6??????????#r#c5BC257??????	0	98000	-1	-1	????	4	422	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	????????????1	-1	????????????1	-1	????????????1	29742	????????????1	-1	????????????2	29745	????????????2	-1	????????????2	29745	????????????2	-1	????????????3	-1	????????????3	-1	????????????3	-1	????????????3	-1
21329	21329	?????	#c54FF00??????????#r#cFFFFFF????456?#r????#r?????96?#r???????? ????????????????#c54FF00{A:5070 B:35}#cFFFFFF????3????????????20?????20?????????????6???????????????#c54FF00{A:2028 B:12}#cFFFFFF????????6????20????????????????6?????????????6??????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????456?#r????#r?????96?#r???????? ?????????????3????????????20?????20?????????????6???????????????6????20????????????????6?????????????6??????????#r#c5BC257??????	0	96000	-1	-1	????	4	456	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	????????????1	-1	????????????1	-1	????????????1	29742	????????????1	-1	????????????2	29745	????????????2	-1	????????????2	29745	????????????2	-1	????????????3	-1	????????????3	-1	????????????3	-1	????????????3	-1
21330	21330	?????	#c54FF00??????????#r#cFFFFFF????490?#r????#r?????94?#r???????? ????????????????#c54FF00{A:5448 B:35}#cFFFFFF????3????????????20?????20?????????????6???????????????#c54FF00{A:2179 B:12}#cFFFFFF????????6????20????????????????6?????????????6??????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????490?#r????#r?????94?#r???????? ?????????????3????????????20?????20?????????????6???????????????6????20????????????????6?????????????6??????????#r#c5BC257??????	0	94000	-1	-1	????	4	490	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	????????????1	-1	????????????1	-1	????????????1	29742	????????????1	-1	????????????2	29745	????????????2	-1	????????????2	29745	????????????2	-1	????????????3	-1	????????????3	-1	????????????3	-1	????????????3	-1
21331	21331	?????	#c54FF00??????????#r#cFFFFFF????524?#r????#r?????92?#r???????? ????????????????#c54FF00{A:5826 B:35}#cFFFFFF????3????????????20?????20?????????????6???????????????#c54FF00{A:2330 B:12}#cFFFFFF????????6????20????????????????6?????????????6??????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????524?#r????#r?????92?#r???????? ?????????????3????????????20?????20?????????????6???????????????6????20????????????????6?????????????6??????????#r#c5BC257??????	0	92000	-1	-1	????	4	524	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	????????????1	-1	????????????1	-1	????????????1	29742	????????????1	-1	????????????2	29745	????????????2	-1	????????????2	29745	????????????2	-1	????????????3	-1	????????????3	-1	????????????3	-1	????????????3	-1
21332	21332	?????	#c54FF00??????????#r#cFFFFFF????558?#r????#r?????90?#r???????? ????????????????#c54FF00{A:6204 B:35}#cFFFFFF????3????????????20?????20?????????????6???????????????#c54FF00{A:2481 B:12}#cFFFFFF????????6????20????????????????6?????????????6??????????#r#c5BC257??????	#c54FF00??????????#r#cFFFFFF????558?#r????#r?????90?#r???????? ?????????????3????????????20?????20?????????????6???????????????6????20????????????????6?????????????6??????????#r#c5BC257??????	0	90000	-1	-1	????	4	558	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	????????????1	-1	????????????1	-1	????????????1	29742	????????????1	-1	????????????2	29745	????????????2	-1	????????????2	29745	????????????2	-1	????????????3	-1	????????????3	-1	????????????3	-1	????????????3	-1
#-------------------############																																															
23493	100301	?????1??1	#c54FF00??????????#r#cFFFFFF????48?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF002457#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????1??#W??	??????2457????????????3???????	0	90000	-1	-1	??mp	4	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28444	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23494	100301	?????1??2	#c54FF00??????????#r#cFFFFFF????82?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF004233#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????1??#W??	??????4233????????????3???????	0	90000	-1	-1	??mp	4	82	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28445	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23495	100301	?????1??3	#c54FF00??????????#r#cFFFFFF????116?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF006011#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????1??#W??	??????6011????????????3???????	0	90000	-1	-1	??mp	4	116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28446	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23496	100301	?????1??4	#c54FF00??????????#r#cFFFFFF????150?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF007785#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????1??#W??	??????7785????????????3???????	0	90000	-1	-1	??mp	4	150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28447	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23497	100301	?????1??5	#c54FF00??????????#r#cFFFFFF????184?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF009563#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????1??#W??	??????9563????????????3???????	0	90000	-1	-1	??mp	4	184	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28448	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23498	100301	?????1??6	#c54FF00??????????#r#cFFFFFF????218?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF0011337#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????1??#W??	??????11337????????????3???????	0	90000	-1	-1	??mp	4	218	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28449	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23499	100301	?????1??7	#c54FF00??????????#r#cFFFFFF????252?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF0013114#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????1??#W??	??????13114????????????3???????	0	90000	-1	-1	??mp	4	252	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28450	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23500	100301	?????1??8	#c54FF00??????????#r#cFFFFFF????286?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF0014892#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????1??#W??	??????14892????????????3???????	0	90000	-1	-1	??mp	4	286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28451	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23501	100301	?????1??9	#c54FF00??????????#r#cFFFFFF????320?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF0016667#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????1??#W??	??????16667????????????3???????	0	90000	-1	-1	??mp	4	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28452	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23502	100301	?????1??10	#c54FF00??????????#r#cFFFFFF????354?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF0018443#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????1??#W??	??????18443????????????3???????	0	90000	-1	-1	??mp	4	354	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28453	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23503	100301	?????1??11	#c54FF00??????????#r#cFFFFFF????388?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF0020221#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????1??#W??	??????20221????????????3???????	0	90000	-1	-1	??mp	4	388	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28454	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23504	100301	?????1??12	#c54FF00??????????#r#cFFFFFF????422?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF0021998#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????1??#W??	??????21998????????????3???????	0	90000	-1	-1	??mp	4	422	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28455	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23505	100301	?????2??1	#c54FF00??????????#r#cFFFFFF????48?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF002730#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????2??#W??	??????2730????????????3???????	0	90000	-1	-1	??mp	4	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28468	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23506	100301	?????2??2	#c54FF00??????????#r#cFFFFFF????82?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF004704#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????2??#W??	??????4704????????????3???????	0	90000	-1	-1	??mp	4	82	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28469	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23507	100301	?????2??3	#c54FF00??????????#r#cFFFFFF????116?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF006679#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????2??#W??	??????6679????????????3???????	0	90000	-1	-1	??mp	4	116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28470	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23508	100301	?????2??4	#c54FF00??????????#r#cFFFFFF????150?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF008651#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????2??#W??	??????8651????????????3???????	0	90000	-1	-1	??mp	4	150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28471	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23509	100301	?????2??5	#c54FF00??????????#r#cFFFFFF????184?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF0010626#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????2??#W??	??????10626????????????3???????	0	90000	-1	-1	??mp	4	184	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28472	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23510	100301	?????2??6	#c54FF00??????????#r#cFFFFFF????218?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF0012597#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????2??#W??	??????12597????????????3???????	0	90000	-1	-1	??mp	4	218	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28473	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23511	100301	?????2??7	#c54FF00??????????#r#cFFFFFF????252?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF0014572#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????2??#W??	??????14572????????????3???????	0	90000	-1	-1	??mp	4	252	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28474	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23512	100301	?????2??8	#c54FF00??????????#r#cFFFFFF????286?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF0016547#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????2??#W??	??????16547????????????3???????	0	90000	-1	-1	??mp	4	286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28475	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23513	100301	?????2??9	#c54FF00??????????#r#cFFFFFF????320?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF0018519#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????2??#W??	??????18519????????????3???????	0	90000	-1	-1	??mp	4	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28476	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23514	100301	?????2??10	#c54FF00??????????#r#cFFFFFF????354?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF0020493#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????2??#W??	??????20493????????????3???????	0	90000	-1	-1	??mp	4	354	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28477	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23515	100301	?????2??11	#c54FF00??????????#r#cFFFFFF????388?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF0022468#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????2??#W??	??????22468????????????3???????	0	90000	-1	-1	??mp	4	388	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28478	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23516	100301	?????2??12	#c54FF00??????????#r#cFFFFFF????422?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF0024443#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????2??#W??	??????24443????????????3???????	0	90000	-1	-1	??mp	4	422	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28479	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23517	100301	?????3??1	#c54FF00??????????#r#cFFFFFF????48?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF003276#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????3??#W??	??????3276????????????3???????	0	90000	-1	-1	??mp	4	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28492	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23518	100301	?????3??2	#c54FF00??????????#r#cFFFFFF????82?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF005644#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????3??#W??	??????5644????????????3???????	0	90000	-1	-1	??mp	4	82	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28493	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23519	100301	?????3??3	#c54FF00??????????#r#cFFFFFF????116?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF008014#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????3??#W??	??????8014????????????3???????	0	90000	-1	-1	??mp	4	116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28494	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23520	100301	?????3??4	#c54FF00??????????#r#cFFFFFF????150?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF0010381#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????3??#W??	??????10381????????????3???????	0	90000	-1	-1	??mp	4	150	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28495	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23521	100301	?????3??5	#c54FF00??????????#r#cFFFFFF????184?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF0012751#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????3??#W??	??????12751????????????3???????	0	90000	-1	-1	??mp	4	184	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28496	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23522	100301	?????3??6	#c54FF00??????????#r#cFFFFFF????218?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF0015116#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????3??#W??	??????15116????????????3???????	0	90000	-1	-1	??mp	4	218	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28497	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23523	100301	?????3??7	#c54FF00??????????#r#cFFFFFF????252?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF0017486#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????3??#W??	??????17486????????????3???????	0	90000	-1	-1	??mp	4	252	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28498	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23524	100301	?????3??8	#c54FF00??????????#r#cFFFFFF????286?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF0019856#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????3??#W??	??????19856????????????3???????	0	90000	-1	-1	??mp	4	286	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28499	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23525	100301	?????3??9	#c54FF00??????????#r#cFFFFFF????320?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF0022222#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????3??#W??	??????22222????????????3???????	0	90000	-1	-1	??mp	4	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28500	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23526	100301	?????3??10	#c54FF00??????????#r#cFFFFFF????354?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF0024591#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????3??#W??	??????24591????????????3???????	0	90000	-1	-1	??mp	4	354	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28501	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23527	100301	?????3??11	#c54FF00??????????#r#cFFFFFF????388?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF0026961#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????3??#W??	??????26961????????????3???????	0	90000	-1	-1	??mp	4	388	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28502	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23528	100301	?????3??12	#c54FF00??????????#r#cFFFFFF????422?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF0029331#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????3??#W??	??????29331????????????3???????	0	90000	-1	-1	??mp	4	422	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28503	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23529	100301	?????4??1	#c54FF00??????????#r#cFFFFFF????48?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF003549#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????4??#W??	??????3549????????????3???????	0	90000	-1	-1	??mp	4	48	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28516	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
23530	100301	?????4??2	#c54FF00??????????#r#cFFFFFF????82?#r?????0-15?#r????#r?????90?#r??????????????????#c54FF006115#cFFFFFF????????????3????????#r#W???#G???139?180?#Y???#W???#Y????4??#W??	??????6115????????????3???????	0	90000	-1	-1	??mp	4	82	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	|?????????1	28517	|?????????1	-1	|?????????2	-1	|?????????2	-1		0		0		0		0		0		0		0		0
