INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING
1195	1195	8500	FightSkillDaLi2_3				g01_dl_ÌìÁú80¼¶¼¼ÄÜ_buffÀ¶		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Bång H±: chï ch¸u sát thß½ng thuµc tính Bång
1196	1196	8500	FightSkillDaLi2_2				g01_dl_ÌìÁú80¼¶¼¼ÄÜ_buffºì		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Höa H±: chï ch¸u sát thß½ng thuµc tính Höa
1197	1197	8500	FightSkillDaLi2_5				g01_dl_ÌìÁú80¼¶¼¼ÄÜ_buff»Æ		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Huy«n H±: chï ch¸u sát thß½ng thuµc tính Huy«n
1198	1198	8500	FightSkillDaLi2_4				g01_dl_ÌìÁú80¼¶¼¼ÄÜ_buffÂÌ		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Ğµc H±: chï ch¸u sát thß½ng thuµc tính Ğµc
1199	1199	1000	Buff12_12				boss_¾µºşË®¹í_òÔÁúÂÒÎè		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Thanh ¿ng Thü Hµ: M²i giây gây 5% sát thß½ng cho các møc tiêu · xung quanh
1200	1200	1000	Buff12_15				boss_Â¬¿¡Òå_Ììî¸°ÔÆø		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Thân TÕi ThØ S½n Trung:tång 300% sát thß½ng gây ra
1201	1201	1000	Buff12_9							0	0	0	0	0		Long Trø Thü Hµ: giäm 70% sát thß½ng nh§n ğßşc
1202	1202	1000	Buff12_10				boss_Â¬¿¡Òå_Ììî¸°ÔÆø		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Long Trø Uy Lñc: tång 300% sát thß½ng gây ra
1203	1203	1000	Buff12_4				g01_dl_ÌìÁú80¼¶¼¼ÄÜ_buffÀ¶		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Kim Long Chi Nµ: tång 200% sát thß½ng thuµc tính Huy«n nh§n ğßşc
1204	1204	1000	Buff12_5				g01_dl_ÌìÁú80¼¶¼¼ÄÜ_buffºì		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Mµc Long Chi Nµ: tång 200% sát thß½ng thuµc tính Ğµc nh§n ğßşc
1205	1205	1000	Buff12_6				g01_dl_ÌìÁú80¼¶¼¼ÄÜ_buff»Æ		ÉíÌåÊÜ»÷µã	0	0	0	0	0		ThuÖ Long Chi Nµ: tång 200% sát thß½ng thuµc tính Bång nh§n ğßşc
1206	1206	1000	Buff12_7				g01_dl_ÌìÁú80¼¶¼¼ÄÜ_buffÂÌ		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Höa Long Chi Nµ: tång 200% sát thß½ng thuµc tính Höa nh§n ğßşc
1207	1207	1000	Buff12_8				boss_Â¬¿¡Òå_ÌìÈËÎåË¥		ÉíÌåÊÜ»÷µã	0	0	0	0	0		Th± Long Chi Nµ: tång 200% t¤t cä sát thß½ng thuµc tính nh§n ğßşc
1208	1208	1000	Buff11_2				boss_Â¬¿¡Òå_ÌìÈËÎåË¥		ÉíÌåÊÜ»÷µã	0	0	0	0	0		TÑ Tuy®t Chi Nµ: tång 500% sát thß½ng nh§n ğßşc
1209	1209	1500	Buff12_3							1	0	0	0	0		Tinh Di: Sau khi ğánh trúng møc tiêu có khä nång giäm 30 ği¬m kháng Huy«n cüa ğ¯i phß½ng, có th¬ làm thuµc tính kháng cüa møc tiêu giäm xu¯ng dß¾i 0
1210	1210	1500	Buff12_3							0	0	1	0	0		Tinh Di: giäm 30 ği¬m kháng Huy«n
1211	376	1000	PetSkill7_2				boss_Â¬¿¡Òå_Ììî¸°ÔÆø		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Khát máu c¤p ğµ cao: Hy sinh phòng thü ğ¬ tÕm th¶i nâng cao ngoÕi công
1212	1212	1000	FightSkillkunxiansuo_6				m01_À¦ÏÉË÷_buffsl		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Ác Mãng Tri«n Thân : không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc
1213	1212	1000	FightSkillkunxiansuo_4				m01_À¦ÏÉË÷_buffmj		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Ác Mãng Tri«n Thân : không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc
1214	1212	1000	FightSkillkunxiansuo_2				m01_À¦ÏÉË÷_buffgb		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Ác Mãng Tri«n Thân : không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc
1215	1212	1000	FightSkillkunxiansuo_8				m01_À¦ÏÉË÷_buffwd		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Ác Mãng Tri«n Thân : không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc
1216	1212	1000	FightSkillkunxiansuo_1				m01_À¦ÏÉË÷_buffem		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Ác Mãng Tri«n Thân : không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc
1217	1212	1000	FightSkillkunxiansuo_10				m01_À¦ÏÉË÷_buffxx		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Ác Mãng Tri«n Thân : không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc
1218	1212	1000	FightSkillkunxiansuo_5				m01_À¦ÏÉË÷_buffdl		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Ác Mãng Tri«n Thân : không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc
1219	1212	1000	FightSkillkunxiansuo_7				m01_À¦ÏÉË÷_buffts		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Ác Mãng Tri«n Thân : không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc
1220	1212	1000	FightSkillkunxiansuo_9				m01_À¦ÏÉË÷_buffxy		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Ác Mãng Tri«n Thân : không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc
1221	1212	1000	FightSkillkunxiansuo_3				m01_À¦ÏÉË÷_buffgs		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Ác Mãng Tri«n Thân : không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc
1222	1222	2000	Shenqi_3_10							1	0	0	0	0		Tinh Di Vô Ngân: Ğánh trúng kë ğ¸ch có khä nång ra ğòn Súc Lñc Nh¤t Kích, gây thêm sát thß½ng, ğ°ng th¶i trong mµt khoäng th¶i gian tång nµi công bän thân, giäm nµi thü ğ¯i phß½ng 
1223	1223	2000	Shenqi_3_11							1	0	0	0	0		ĞÕi Yªn V§n Chß½ng : Có khä nång h¤p thø sinh m®nh cüa møc tiêu
1224	1224	2000	Shenqi_3_11							1	0	0	0	0		ĞÕi Yªn V§n Chß½ng : Có khä nång giäm nµi ngoÕi công cüa møc tiêu 
1225	1225	2000	Shenqi_3_11							1	0	0	0	0		ĞÕi Yªn V§n Chß½ng : Có khä nång giäm nµi ngoÕi thü cüa møc tiêu 
1226	1226	2000	Shenqi_3_11				wq_ÎüÑª´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Yªn V§n Chß½ng : H¤p thø sinh m®nh cüa møc tiêu
1227	1227	2000	Shenqi_3_11				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Yªn V§n Chß½ng : ğã giäm 1923 ği¬m nµi ngoÕi công cüa 1 møc tiêu
1228	1228	2000	Shenqi_3_11				wq_ÆÆÕÀ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Yªn V§n Chß½ng : ğã giäm 1923 ği¬m nµi ngoÕi thü cüa 1 møc tiêu
1229	1229	2000	Shenqi_3_11				wq_ĞéÈõ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Yªn V§n Chß½ng : ğã giäm 2400 ği¬m nµi ngoÕi công cüa 1 møc tiêu
1230	1230	2000	Shenqi_3_11				wq_ÆÆÕÀ´¥·¢01		ÓÒÎäÆ÷°ó¶¨µã	0	0	0	1	0		ĞÕi Yªn V§n Chß½ng : ğã giäm 2400 ği¬m nµi ngoÕi thü cüa 1 møc tiêu
1231	1231	1000	Huodong_3_6				buff_ÆßÏ¦_01		ÉíÌåÖĞĞÄµã	1	0	0	1	0		Công Chúa Quang Hoàn: Tång 20 ği¬m t¤t cä thuµc tính nhân v§t, duy trì 5 gi¶.
1232	99	1400	RideHeader4_6							0	0	0	1	0		Thú cßŞi : Hùng Miêu 
1233	99	1400	RideHeader4_7							0	0	0	1	0		Thú cßŞi : Lôi LÕng 
1234	99	1400	RideHeader4_8							0	0	0	1	0		Thú cßŞi : Xích MÜ ¿ng 
1235	99	1400	RideHeader4_9							0	0	0	1	0		Thú cßŞi : Ám MÜ ¿ng 
1236	99	1400	RideHeader4_10							0	0	0	1	0		Thú cßŞi : TØ MÜ ¿ng 
1237	1237	1000	CircularTaskTool15_7							0	0	0	0	0		Quán Khái Trung : Dî Kinh B¸ Nhi­u Thüy Quá Li­u, Nh¤t ĞoÕn Th¶I Gian Nµi B¤t Nång Tái B¸ Nhi­u
1238	1238	1000	Huodong_4_10							0	0	0	1	0		Thª Gi¾i Xúc Cúc ĞÕi Tái : Cäm Thø Thª Gi¾i Xúc Cúc ĞÕi Tái, S· Hæu Thuµc Tính Tång 20 Ği¬m
1239	1239	1000	Huodong_4_12							1	0	0	0	0		Thanh Lß½ng Nh¤t HÕ : Bang Trş Tô Châu ( 196, 168 ) Qua Quy«n Hæu Mãi
1240	1240	1000	Huodong_4_11							1	0	0	0	0		Thanh Säng Vô HÕn : Bang Hµi Thành Th¸ ( 129, 98 ) Chu Thª Hæu C¤p B±n Bang Thành Viên
1241	100	1000	CircularTaskTool14_2							0	0	0	1	0		Bång Sát Møc : TrÕng Thái HÕ Thü Nång Khán Ğáo Bång Sát
1242	99	1400	RideHeader4_12							0	0	0	1	0		Thú cßŞi : Huy«n Thiên Lôi Thú 
1243	99	1400	RideHeader4_13							0	0	0	1	0		Thú cßŞi : Huy«n Thiên Lôi Thú 
1244	99	1400	RideHeader4_11							0	0	0	1	0		Thú cßŞi : Khô Mµc Côi L²i 
1245	99	1400	RideHeader4_15							0	0	0	1	0		Thú cßŞi : Nguy®t Th¯ 
1246	294	8100	CircularTaskTool17_5				buff_ÖØÂ¥ÍûÔÂ		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Trùng Lâu.Tri®u? khi t¤n công có 2% tï l®?gây phong huy®t?liên tiªp7 giây? phong huy®t không th¬ giäi
1247	295	8100	CircularTaskTool17_6				buff_ÖØÂ¥ÄæÌì		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Trùng Lâu.Quy? khi t¤n công có 2% tï l® gây tê li®t?liên tiªp7 giây?Tê li®t không th¬ giäi
1248	99	1400	RideHeader5_1							0	0	0	1	0		Thú cßŞi : Giang Nam Töa Giáp Mã KÜ 
1249	99	1400	RideHeader5_2							0	0	0	1	0		Thú cßŞi : ĞÕi MÕc Kim Qua Mã 
1250	1250	1000	Huodong_5_11							0	0	0	0	0		Cµng Hß·ng Ğång Mê : TÕi ThØ TrÕng Thái Tài Thü Nång Tiªp Thü Ğång Mê
1251	1251	1000	Huodong_5_11							0	0	0	0	0		Trì Tøc Th¶i Gian Nµi TÕm Th¶i Vô Pháp Giäi Ğáp Ğång Mê
1252	99	1400	RideHeader5_8							0	0	0	1	0		Thú cßŞi : Løc Hành Ği¬u 
1253	99	1400	RideHeader5_3							0	0	0	1	0		Thú cßŞi : Yên Vû Thanh Hà 
1254	99	1400	RideHeader5_5							0	0	0	1	0		T÷a kÜ: Huy­n Höa Xích Lân Thú. Sau khi cßŞi t¯c ğµ di chuy¬n +80%.
1255	99	1400	RideHeader5_7							0	0	0	1	0		T÷a kÜ: Thiên Công Linh Lung ThØ. Sau khi cßŞi t¯c ğµ di chuy¬n +80%.
1256	99	1400	RideHeader5_6							0	0	0	1	0		Thú cßŞi : Thiên Phúc C¦m Lân 
1257	99	1400	RideHeader5_4							0	0	0	1	0		Thú cßŞi : Chính Túc QuÖ Mã 
1260	826	1500	Buff13_9							1	0	0	0	0		Trùng Lâu: Có 20% kÛ nång mi­n d¸ch không chª
1261	826	1500	Buff13_9							1	0	0	0	0		Trùng Lâu: Có 25% kÛ nång mi­n d¸ch không chª
1262	826	1500	Buff13_9							1	0	0	0	0		Trùng Lâu: Có 30% kÛ nång mi­n d¸ch không chª
1263	826	1500	Buff13_9							1	0	0	0	0		Trùng Lâu: Có 35% kÛ nång mi­n d¸ch không chª
1264	826	1500	Buff13_9							1	0	0	0	0		Trùng Lâu: Có 40% kÛ nång mi­n d¸ch không chª
1265	826	1500	Buff13_9							1	0	0	0	0		Trùng Lâu: Có 45% kÛ nång mi­n d¸ch không chª
1266	231	8100	Necklace2_15				buff_ÖØÂ¥ÏîÁ´		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Trùng Lâu Giä Møc? khi t¤n công có 2% tï l®?gây mù?liên tiªp 20 giây?gây mù không th¬ giäi
1267	17	9000	Buff0_13				g01_em_buff38		Í·¶¥×´Ì¬µã	0	0	1	0	0		Th¤t minh: Di chuy¬n tuÏ c½, không th¬ thao tác, có th¬ b¸ công kích, không có cách gì ğánh tïnh
1268	232	8200	Necklace2_15				buff_ÖØÂ¥ÏîÁ´		ÉíÌåÖĞĞÄµã	1	0	0	0	0		Chân.Trùng Lâu Liên? khi t¤n công có 3% tï l®?gây mù?liên tiªp 25 giây?gây mù không th¬ giäi
1269	1238	1000	Huodong_3_6				buff_ÆßÏ¦_01		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Hoàng Thiên Chï HÕc Truy«n Vân Ái : S· Hæu Thuµc Tính + 20 Ği¬m
1270	99	1400	RideHeader5_9							0	0	0	1	0		Thú cßŞi : Kim Lân Vû Sß 
1271	1271	1000	Buff9_5							0	0	0	0	0		L­ Hoa Nhiên Phóng Trung
1272	99	1400	RideHeader5_10							0	0	0	1	0		Thú cßŞi : Kı Cß Giäi 
1273	99	1400	RideHeader5_14							0	0	0	1	0		Thú cßŞi : Kim Dñc Long Thú 
1274	99	1400	RideHeader5_11							0	0	0	1	0		Thú cßŞi : Th¤t Bäo Liên 
1275	99	1400	RideHeader5_12							0	0	0	1	0		Thú cßŞi: Xích Lân BÕch TrÕch
1276	99	1400	RideHeader5_13							0	0	0	1	0		Thú cßŞi: Thanh Lân BÕch TrÕch
1277	99	1400	RideHeader6_2							0	0	0	1	0		Thú Cß·I : Dung Nham Ma Tê 
1278	99	1400	RideHeader6_3							0	0	0	1	0		Thú cßŞi : TÑ HÖ T¯ng Lı Ğài Thai 
1279	99	1400	RideHeader6_4							0	0	0	1	0		Thú cßŞi : Nguy®t Nhøc BÕch Long Mã 
1280	99	1400	RideHeader6_1							0	0	0	1	0		Thú cßŞi : Phï Thúy Ngñ Giá 
1281	99	1000	RideHeader3_13							0	0	0	1	0		Xí Bäng : Huy«n Vû T¯c Ğµ Di Chuy¬n 40 %
1282	99	1400	RideHeader5_15							0	0	0	1	0		Thú cßŞi : Lam Dñc Long Thú 
1283	99	1400	RideHeader5_16							0	0	0	1	0		Thú cßŞi : Thanh Dñc Long Thú 
1284	99	1400	Ride2_10		interface\31.wav					0	0	0	1	0		Thú cßŞi : Tu¥n Lµc T¯c Ğµ Di Chuy¬n 40 %
1285	99	1400	Ride2_16							0	0	0	1	0		Ğôi cánh: Minh Vû
1286	99	1400	RideHeader6_5							0	0	0	1	0		T÷a KÜ : NgÕo Tuyªt Linh Sß
1287	1287	1500	Buff14_7							1	0	0	0	0		Bång Túy Änh Nguy®t : Chí M®nh Trúng Xác Su¤t Tång Bång Công Kích 110 Ği¬m
1288	1288	1500	Buff14_8							1	0	0	0	0		Höa Ánh Li®t Dß½ng : Chí M®nh Trúng Xác Su¤t Tång Gia Höa Công Kích 110 Ği¬m
1289	1289	1500	Buff14_9							1	0	0	0	0		Huy«n Minh Di®u Th¥n : Chí M®nh Trúng Møc Tiêu Xác Su¤t Tång Huy«n Công Kích 110 Ği¬m
1290	1290	1500	Buff14_10							1	0	0	0	0		Ğµc Ám Di®t : Chí M®nh Trúng Møc Tiêu Xác Su¤t Tång Gia Ğµc Công Kích 110 Ği¬m
1291	1291	1500	Buff14_7							1	0	0	0	0		Bång Túy Änh Nguy®t : Chí M®nh Trúng Møc Tiêu Xác Su¤t Tång Gia Bång Công Kích 130 Ği¬m 
1292	1292	1500	Buff14_8							1	0	0	0	0		Höa Änh Li®t Dß½ng : Chí M®nh Trúng Møc Tiêu Xác Su¤t Tång Gia Höa Công Kích 130 Ği¬m
1293	1293	1500	Buff14_9							1	0	0	0	0		Huy«n Minh Di®u Th¥n : Chí M®nh Trúng Møc Tiêu Xác Su¤t Tång Huy«n Công Kích 130 Ği¬m
1294	1294	1500	Buff14_10							1	0	0	0	0		Ğµc Ám Di®t : Chí M®nh Trúng Møc Tiêu Xác Su¤t Tång Gia Ğµc Công Kích 130 Ği¬m
1295	1295	1000	Buff13_9				buff_¾«¸Ö»¤Ìå		ÉíÌåÖĞĞÄµã	0	0	0	0	0		Cao C¤p Tinh Cß½ng Hµ Th¬ : Kh¡c Dî Mi­n Giäm Thuong . Ğ¯i KÏ SØ Døng Niên Hoa Côn Pháp Kh¡c Dî Khinh Ğäo
1296	1296	1000	Buff13_9				buff_¾«¸Ö»¤Ìå		ÉíÌåÖĞĞÄµã	0	0	0	0	0		Tinh Cß½ng Hµ Th¬ : Kh¡c Dî Mi­n Giäm Thß½ng . Ğ¯i KÏ SØ Døng Niên Hoa Côn Pháp Kh¡c Dî Khinh Ğäo
1297	1297	1000	Buff5_9							0	0	0	0	0		Niêm Hoa Tñ Tång : Ğ« Cao T¯c Ğµ Di Chuy¬n 40 %
1298	1298	1000	FBSkill_1_2				buff_Äé»¨²½·¨		½ÅÏÂ¹âÈ¦µã	0	0	0	1	0		Niêm Hoa Bµ Pháp : T¯c Ğµ Gia Tång 50 %
1299	1299	100	RideHeader2_7							0	0	0	1	0		Vô Ğ¸ch : Mi­n D¸ch Phø Di®n Hi¬u Quä
1300	99	1400	RideHeader3_16							0	0	0	1	0		Thú cßŞi: Ba Thiên H±
1301	99	1400	RideHeader4_4							0	0	0	1	0		Thú cßŞi: Phi Long 
1302	99	1400	RideHeader4_1							0	0	0	1	0		Thú cßŞi: Linh Dß½ng
1303	99	1400	RideHeader4_2							0	0	0	1	0		Thú cßŞi: Tuyªt Linh Dß½ng
1304	99	1400	RideHeader4_3							0	0	0	1	0		Thú cßŞi: U Quang Linh
1305	1305	1000	FightSkillMurong_11				m01_gs_ÌìÔöËêÔÂ_buff		ÉíÌåÊÜ»÷µã	0	1	0	1	0		Thiên Tång Tuª Nguy®t: Tång gi¾i hÕn huyªt 
1306	100	1000	FightSkillMurong1_2				m01_gs_Ä°ÉÏĞĞ_buff		ÉíÌåÊÜ»÷µã	0	0	0	1	0		MÕch Thßşng Hành: Tång t¯c ğµ di chuy¬n
1307	13	1000	FightSkillMurong_12	all_bj0000		ÉíÌåÊÜ»÷µã	m01_gs_Ì½ÓªÈ¡½«_buff		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Thám Doanh Thü Tß¾ng: Phong Huy®t, không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc
1308	1308	1000	FightSkillMurong1_8				m01_gs_»÷¹ÄÁî_buff		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Kích C± L®nh: Tång nµi công
1309	1309	1000	FightSkillMurong_3							0	1	1	0	0		Trùng Vân Y¬m Nh§t: Hß nhßşc, giäm th¬ lñc, trí lñc
1310	1310	1000	FightSkillMurong_9							0	1	1	0	0		Tâm Kiªm Giao Dung: Phá Tri«n, giäm phòng ngñ
1311	1311	1000	FightSkillMurong_6							0	1	1	0	0		Súc Vân Døc Vû: giäm công kích
1312	1312	1000	FightSkillMurong1_15				m01_gs_ĞÄ½£½»ÈÚ_buff		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Tá Lñc : Khi nh§n ğßşc sñ công kích Tá Lñc, có th¬ sØ døng kÛ nång Tá Lñc phän lÕi ğòn công kích.
1313	1313	7500	FightSkillMurong1_4	g01_sl_zdo_mingjingtai_01		ÉíÌåÊÜ»÷µã	m01_gs_¾»ĞÄ¹ÛÔÂ_buff		ÉíÌåÊÜ»÷µã	0	0	0	1	0		T¸nh Tâm Quán Nguy®t: mi­n d¸ch Th¤t Minh
1314	1314	1000	FightSkillMurong1_13				m01_gs_ĞîÔÆÓûÓê_buff		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Súc Khí (Bao Vây): SØ døng kÛ nång Bï Hành Ngã Thích có th¬ gây hi®u quä Bao Vây
1315	1314	1000	FightSkillMurong2_1				m01_gs_ĞîÔÆÓûÓê_buff		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Súc Khí (Phong Huy®t): SØ døng kÛ nång Bï Hành Ngã Thích có th¬ gây hi®u quä Phong Huy®t
1316	1314	1000	FightSkillMurong1_16				m01_gs_ĞîÔÆÓûÓê_buff		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Súc Khí (Hôn Mê): SØ døng kÛ nång Bï Hành Ngã Thích có th¬ gây hi®u quä Hôn Mê
1317	1314	1000	FightSkillMurong2_2				m01_gs_ĞîÔÆÓûÓê_buff		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Súc Khí (Th¤t Minh): SØ døng kÛ nång Bï Hành Ngã Thích có th¬ gây hi®u quä Th¤t Minh
1318	1314	1000	FightSkillMurong1_14				m01_gs_ĞîÔÆÓûÓê_buff		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Súc Khí (Ğ¸nh Thân): SØ døng kÛ nång Bï Hành Ngã Thích có th¬ gây hi®u quä Ğ¸nh Thân
1319	1314	1000	FightSkillMurong1_12				m01_gs_ĞîÔÆÓûÓê_buff		ÉíÌåÊÜ»÷µã	0	0	0	1	0		Súc Khí (Tán Công): SØ døng kÛ nång Bï Hành Ngã Thích có th¬ gây hi®u quä Tán Công
1320	11	1000	Buff0_7		Skills\Common\rock_huge_1.wav		g01_buff12		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		Bï Hành Ngã Thích (Bao vây): không th¬ di chuy¬n, không th¬ thao tác, không th¬ b¸ công kích
1321	13	1000	Buff0_9	all_bj0000		ÉíÌåÊÜ»÷µã	buff_fengxue_01		ÉíÌåÊÜ»÷µã	0	1	1	0	0		Bï Hành Ngã Thích (Phong Huy®t): không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc
1322	15	1000	Buff0_11				buff_hunmi_01		Í·¶¥×´Ì¬µã	0	1	1	0	0		Bï Hành Ngã Thích (Hôn Mê): không th¬ di chuy¬n, không th¬ thao tác, có th¬ b¸ công kích, có th¬ ğánh thÑc
1323	17	1000	Buff0_13				g01_em_buff38		Í·¶¥×´Ì¬µã	0	1	1	0	0		Bï Hành Ngã Thích (Th¤t Minh): di chuy¬n tùy ı, không th¬ thao tác, có th¬ b¸ công kích, không th¬ ğánh thÑc
1324	19	1000	Buff0_15		Skills\Sl\Sl_½ğ¸Õ·üÄ§È¦_¶¨Éí.wav		g01_buff27		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		Bï Hành Ngã Thích (Ğ¸nh Thân): trong trÕng thái Ğ¸nh Thân có th¬ công kích nhßng không th¬ di chuy¬n
1325	21	1000	Buff0_16				buff_sangong_01		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		Bï Hành Ngã Thích (Tán Công): không th¬ sØ døng kÛ nång môn phái
1326	126	1000	FightSkillMurong_6							0	0	0	1	0		Súc Vân Døc Vû: trÕng thái phòng ngñ, tång t¯c ğµ nh§n ğßşc nµ khí, trúng kÛ nång kh¯ng chª trong trÕng thái này có c½ hµi nh§n ğßşc hi®u quä súc lñc tß½ng Ñng
1327	126	1000	FightSkillMurong_9							0	0	0	1	0		Tâm Kiªm Giao Dung: trÕng thái t¤n công, t¤n công trong trÕng thái này có khä nång làm  giäm nµi ngoÕi thü cüa møc tiêu; khi ch¸u sát thß½ng có c½ hµi nh§n ğßşc hi®u quä Tá Lñc
1328	1328	8500	FightSkillMurong1_1				m01_gs_ÆßÏ¼Ó³ÈÕ_buff		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Th¤t Hà Ánh Nh§t: Kiªm tr§n, giäm sát thß½ng mà bän thân và ğ°ng ğµi nh§n ğßşc.
1329	1329	8500	FightSkillMurong1_1							0	0	0	1	0		Th¤t Hà Ánh Nh§t: mi­n thß½ng, giäm 5% sát thß½ng bän thân phäi ch¸u.
1330	1330	1000	FightSkillMurong2_7				m01_gs_ÆÆÌìÊ½_buff		ÉíÌåÖĞĞÄµã	0	0	0	1	0		Lñc Chí Ti«m Thích: khi b¸ t¤n công có khä nång nh§n ğßşc hi®u quä Gia T¯c
1331	23	1000	FightSkillMurong2_7				g01_buff100		½ÅÏÂ¹âÈ¦µã	0	0	0	0	0		Gia T¯c: Tång 50% t¯c ğµ di chuy¬n
1332	21	1000	FightSkillMurong1_7				buff_sangong_01		½ÅÏÂ¹âÈ¦µã	0	1	1	0	0		Kiªm Toä Giang S½n: Tán Công, không th¬ sØ døng kÛ nång môn phái
1333	99	1400	RideHeader4_5							0	0	0	1	0		Thú cßŞi : Höa Di¬m Ğiêu : 
1334	1334	1000	Buff12_16							1	0	0	0	0		Truy ºc Khu¤t Nguyên : Ğáp Ğ« Thác Ngµ, ĞÆng Ğãi Phiªn Kh¡c H§u Phß½ng Kh¡c Kª SØ Døng Ğoan Ng÷ Chï Nam
1335	1335	1000	Buff13_1				buff_·ÛÏãÍ¿Ö¬		½ÅÏÂ¹âÈ¦µã	1	0	0	1	0		Ph¤n Hß½ng Ğ° Chï : Th¤t T¸ch Ph¤n Trang Yªn Ğ£c Bi®t , Quan Quân Nam Tính NgoÕn Gia Khä Kh¡c Dî T¯ng Ng÷c Trâm 
1336	1336	1000	Buff13_2							1	0	0	0	0		Song Nhân Ğ¯i Thi : Nhî Chánh T¸a Dæ Nh¤t Danh Nam Tính NgoÕn Gia Tiªn Hàng Song Nhân Ğ¯I Thü
1337	14	1000	FightSkillMurong2_7	m01_gs_ÆÆÌìÊ½_±»»÷		ÉíÌåÊÜ»÷µã				0	1	1	0	0		Phá Thiên ThÑc : Lâm Ma Tê , Di Ğµng B¤t Nång , Thao Tác B¤t Nång , Kh¡c B¸ Công Kích, Vô Pháp B¸ Ğä Tïnh
1338	1338	1000	FightSkillXinShou_11							0	0	0	0	0		Thú H°n Phø Th¬ : Trân Thú Ğích Linh H°n Phø Vu Nhî Thân, Ğ« Thång Chiªn Ğ¤u, Thuyên Toàn Thuµc Tính + 10 Ği¬m
1339	99	1400	RideHeader4_14							0	0	0	1	0		Thú cßŞi : CØu Châu Th¥n Long 
1340	1226	1000	Buff4_16				g01_buff7		ÉíÌåÖĞĞÄµã	0	0	0	0	0		Thi V® Bäo Hµ : Mi­n Thß½ng 50 %
1341	106	1000	Buff8_6							0	0	0	0	0		Mi­n D¸ch Kh¯ng Chª KÛ Nång 
